id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
bomb,WEAPON,"久经考验的武器系统，其弹舱所携带的大量高爆弹头是依靠发射者那得到的速度飞向目标。

每个炸弹舱都装配有若干枚能逐一发射的{Comp-X}高爆炸弹。由于这些炸弹没有推进系统，而只能依赖从发射者那得到的速度飞向目标{(即，俯冲轰炸)。此外这项设计中所整合的热屏障也能使这些脆弱的炸弹能在敌方点防火力网下存活更久。",,,变更,11,TRUE,FALSE,TRUE,TRUE,"A tried and tested weapon system, the bomb bay holds multiple warheads that rely on the velocity of the launching craft to reach their target.

Each bomb bay is equipped with several non guided high-explosive Comp-X bombs that can be released one at a time. The bombs have no propulsion system and are dependent on the velocity of the launching craft to carry them to target (i.e., dive bombing).  Atmospheric shielding intrinsic to the design also gives the bombs a high Time To Live in an hostile Point-Defense environment.",,,,"A tried and tested weapon system, the bomb bay holds multiple warheads that rely on the velocity of the launching craft to reach their target.

Each bomb bay is equipped with several non guided high-explosive Comp-X bombs that can be released one at a time. The bombs have no propulsion system and are dependent on the velocity of the launching craft to carry them to target (i.e., dive bombing).  Atmospheric shielding intrinsic to the design also gives the bombs a high Time To Live in an hostile Point-Defense environment.",Strike,,,"久经考验的武器系统，其弹舱所携带的大量高爆弹头是依靠发射者那得到的速度飞向目标。

每个炸弹舱都装配有若干枚能逐一发射的{Comp-X}高爆炸弹。由于这些炸弹没有推进系统，而只能依赖从发射者那得到的速度飞向目标{(即，俯冲轰炸)。此外这项设计中所整合的热屏障也能使这些脆弱的炸弹能在敌方点防火力网下存活更久。",打击,,
lightneedler,WEAPON,"能以爆发性速度发射大量小型箭弹。体积虽小，却能在单次开火下迅速击溃绝大多数护盾系统，但对装甲却没有任何效果。

发射无壳箭弹的小口径火炮。其令人过目难忘的供弹系统，能以每秒数百发的速度投射'针刺'。因不需要退壳机构，而由此富余下来的空间则安装了额外的冷却系统，以进一步提高射速。",,,变更,12,TRUE,FALSE,TRUE,TRUE,"Fires bursts of small flechettes at a high rate of fire. The volume of fire can quickly overwhelm shield projectors, but is generally ineffective against armor.

A Light Needler is a small-bore flechette gun, designed to fire caseless ammunition. Features an impressive feed system which can deliver hundreds of ""needles"" per second. There is no need for an ejector system, and the resulting space availability is instead used to provide additional cooling units, vastly enhancing the rate of fire. 

Domain Naval doctrine holds that the weapon is to be used on enemy shields at long-range, but in a pinch, gunnery officers will train their Needlers on enemy fighter wings and long-range missile threats.",,,,"Fires bursts of small flechettes at a high rate of fire. The volume of fire can quickly overwhelm shield projectors, but is generally ineffective against armor.

A Light Needler is a small-bore flechette gun, designed to fire caseless ammunition. Features an impressive feed system which can deliver hundreds of ""needles"" per second. There is no need for an ejector system, and the resulting space availability is instead used to provide additional cooling units, vastly enhancing the rate of fire. 

Domain Naval doctrine holds that the weapon is to be used on enemy shields at long-range, but in a pinch, gunnery officers will train their Needlers on enemy fighter wings and long-range missile threats.",Close Support,,,"能以爆发性速度发射大量小型箭弹。体积虽小，却能在单次开火下迅速击溃绝大多数护盾系统，但对装甲却没有任何效果。

发射无壳箭弹的小口径火炮。其令人过目难忘的供弹系统，能以每秒数百发的速度投射'针刺'。因不需要退壳机构，而由此富余下来的空间则安装了额外的冷却系统，以进一步提高射速。",密接支援,,
railgun,WEAPON,"轻型自动炮的一种高科技改良版本，能更精确的发射中程金属弹头，与前者同样擅长压制敌舰的护盾系统。

作为高斯炮的微缩变种版，而采用了相同的电磁发射技术，以获得优秀的精度与射程，且在不开火时，炮台的转速也非常之快。

对于炮手而言，在幅能充足的情况下，轨道炮将比轻型自动炮更胜一筹。",,,变更,13,TRUE,FALSE,TRUE,TRUE,"A high-tech improvement of the Autocannon, the railgun fires accurate, medium-range slugs. Like the AC, it excels at overwhelming enemy shield generators.

A miniaturized version of the Gauss Cannon, the railgun relies on a strong magnetic field to fire shells at high velocities. The accuracy and range are excellent, and the turret is able to rotate quickly while not firing. 

The railgun is preferred to the Autocannon by gunnery officers that have ample flux capacity at their disposal.",,,,"A high-tech improvement of the Autocannon, the railgun fires accurate, medium-range slugs. Like the AC, it excels at overwhelming enemy shield generators.

A miniaturized version of the Gauss Cannon, the railgun relies on a strong magnetic field to fire shells at high velocities. The accuracy and range are excellent, and the turret is able to rotate quickly while not firing. 

The railgun is preferred to the Autocannon by gunnery officers that have ample flux capacity at their disposal.",Close Support,,,"轻型自动炮的一种高科技改良版本，能更精确的发射中程金属弹头，与前者同样擅长压制敌舰的护盾系统。

作为高斯炮的微缩变种版，而采用了相同的电磁发射技术，以获得优秀的精度与射程，且在不开火时，炮台的转速也非常之快。

对于炮手而言，在幅能充足的情况下，轨道炮将比轻型自动炮更胜一筹。",密接支援,,
shredder,WEAPON,"这种旋转加农炮有着巨量的工程规范说明以确保它良好的可靠性和可操作性。不过星域中在海军服役的武器官一直在唾弃那些随这种武器而传播开来的糟糕维护习惯。

善于利用冰雹般小型破片弹来撕碎导弹与战机。虽幅能需求不高，但对装甲和护盾效果欠佳。",,,变更,14,TRUE,FALSE,TRUE,TRUE,"A rotatory cannon with generous engineering specifications which provide for great ease of operation and reliability. Weapons officers across the professional navies of the Sector, meanwhile, curse the Thumper for rewarding poor maintenance habits. 

Shreds enemy missiles and fighters with an overwhelming hail of small payload, medium velocity fragmentation rounds. Although flux-efficient, this weapon system has little effect against armor and shields.",,,,"A rotatory cannon with generous engineering specifications which provide for great ease of operation and reliability. Weapons officers across the professional navies of the Sector, meanwhile, curse the Thumper for rewarding poor maintenance habits. 

Shreds enemy missiles and fighters with an overwhelming hail of small payload, medium velocity fragmentation rounds. Although flux-efficient, this weapon system has little effect against armor and shields.",Assault,,,"这种旋转加农炮有着巨量的工程规范说明以确保它良好的可靠性和可操作性。不过星域中在海军服役的武器官一直在唾弃那些随这种武器而传播开来的糟糕维护习惯。

善于利用冰雹般小型破片弹来撕碎导弹与战机。虽幅能需求不高，但对装甲和护盾效果欠佳。",突击,,
flak,WEAPON,"能发射装有近炸引信的破片榴弹，以最大限度地对抗战机与导弹。

在'大崩塌'前那令人陶醉的年代里，该武器系统就随着小型廉价战机，特别是扮演打击角色战机的迅速崛起，而越发常见。其发射装有近炸引信的榴弹，能在爆炸时将大量弹片扩散至很大的范围之内,以产生很大的典型目标杀伤半径。而最新型号还在火控系统内固化有{Mk.VI}轨迹预测系统。",,,变更,15,TRUE,FALSE,TRUE,TRUE,"A defensive weapon system that fires shrapnel-filled shells equipped with a proximity fuse for maximum effect against fighters and missiles.

The rising prominence of small, cheap fighter craft, especially in the strike role, led to a wider deployment of this weapons system in the heady days pre-Collapse. Fires ballistic rounds fitted with a proximity fuse. The resulting explosion sends a hail of flechettes in a wide area with a respectable kill radius versus standard targets. Newer models feature a fire control system hardwired into a Mark VI Predictor.",,,,"A defensive weapon system that fires shrapnel-filled shells equipped with a proximity fuse for maximum effect against fighters and missiles.

The rising prominence of small, cheap fighter craft, especially in the strike role, led to a wider deployment of this weapons system in the heady days pre-Collapse. Fires ballistic rounds fitted with a proximity fuse. The resulting explosion sends a hail of flechettes in a wide area with a respectable kill radius versus standard targets. Newer models feature a fire control system hardwired into a Mark VI Predictor.",Point Defense,,,"能发射装有近炸引信的破片榴弹，以最大限度地对抗战机与导弹。

在'大崩塌'前那令人陶醉的年代里，该武器系统就随着小型廉价战机，特别是扮演打击角色战机的迅速崛起，而越发常见。其发射装有近炸引信的榴弹，能在爆炸时将大量弹片扩散至很大的范围之内,以产生很大的典型目标杀伤半径。而最新型号还在火控系统内固化有{Mk.VI}轨迹预测系统。",点防御,,
heavymg,WEAPON,"作为那些无处不在的速射机枪类武器的大兄弟，重机枪能有效地对付各种中小型目标。

作为星域中大部分巡逻船只值得信赖的选择，其使用的可靠气体反冲式机制，以及用于开栓清洁用的主动弹药自燃保险和防双弹保护，甚至可以追溯到古老的地球时代。通常被安装在一处较重的底座上以吸收长时间连续射击产生的后坐力，虽武器口径有一定的变化，但自动工厂仍能轻松制造。

因这些更重的弹头不像较轻的弹头那样在冲击中碎裂,而足以威胁到护卫舰的舰体。虽射速不如火神炮,但出色的精度让它足以担负点防御的重任。",,,变更,16,TRUE,FALSE,TRUE,TRUE,"A larger cousin of the ubiquitous rapid-fire machine gun category of weapons, the Heavy MG is effective against both small and medium-sized targets.

A workhorse of patrol craft across the Sector, this weapons system features reliable blowback firing mechanism said to date back to the days of Old Earth. Safety features include a positive cook-off safety for open bolt clearing and double ram prevention. The weapon is typically mounted on a relatively heavy base to help absorb recoil during prolonged bursts of fire. Calibers vary within a moderate range and ammunition is easily fabricated by standard forges. 

The heavier projectiles do not shatter upon impact like lighter ammunition and present a credible threat to frigate-class vessels. Extremely accurate, though slower-firing than a vulcan cannon. Excels in a point-defense role.",,,,"A larger cousin of the ubiquitous rapid-fire machine gun category of weapons, the Heavy MG is effective against both small and medium-sized targets.

A workhorse of patrol craft across the Sector, this weapons system features reliable blowback firing mechanism said to date back to the days of Old Earth. Safety features include a positive cook-off safety for open bolt clearing and double ram prevention. The weapon is typically mounted on a relatively heavy base to help absorb recoil during prolonged bursts of fire. Calibers vary within a moderate range and ammunition is easily fabricated by standard forges. 

The heavier projectiles do not shatter upon impact like lighter ammunition and present a credible threat to frigate-class vessels. Extremely accurate, though slower-firing than a vulcan cannon. Excels in a point-defense role.",Point Defense,,,"作为那些无处不在的速射机枪类武器的大兄弟，重机枪能有效地对付各种中小型目标。

作为星域中大部分巡逻船只值得信赖的选择，其使用的可靠气体反冲式机制，以及用于开栓清洁用的主动弹药自燃保险和防双弹保护，甚至可以追溯到古老的地球时代。通常被安装在一处较重的底座上以吸收长时间连续射击产生的后坐力，虽武器口径有一定的变化，但自动工厂仍能轻松制造。

因这些更重的弹头不像较轻的弹头那样在冲击中碎裂,而足以威胁到护卫舰的舰体。虽射速不如火神炮,但出色的精度让它足以担负点防御的重任。",点防御,,
arbalest,WEAPON,"能造成相较于尺寸而言高伤害的一种陈旧的武器设计。其发射的动能炮弹在用来对付敌舰护盾时相当有效。

由于在'大崩塌'期间，大部分重型巡逻舰都安装有劲弩{Mk.I}武器平台，而这刚好解释了为什么劲弩自动炮被认为是该星域回收率最高的武器系统的原因。由于冷却系统过于陈旧且自动抛壳机的缺失，而导致其射速与可靠性相当糟糕。

其唯一被沿用至今的理由大概是其无处不在的蓝图，以及在对付护盾时的特效性。如今这些炮弹为何如此有效的原因尽管尚不明朗，但有人猜测这些炮弹外壳内可能蕴藏着意料外的电磁特性。",,,变更,17,TRUE,FALSE,TRUE,TRUE,"An antiquated weapon design with high per-shot damage for its size. The kinetic shells are especially effective versus enemy shields.

Heavier patrol craft at the time of the Collapse were mostly fitted with the Arbalest Mk I weapons platform; this likely explains why the Arbalest is claimed to be among the most scavenged ship weapon systems in the Sector. The primitive cooling system and a lack of an autoejector hamper rate of fire and reliability. 

The only redeeming feature is the ubiquity of blueprints for the arbalest round, which is effective at bringing down enemy shields. The effectiveness of the shells is poorly understood, and is suspected to lie in the unintended electromagnetic properties of the shell jackets.",,,,"An antiquated weapon design with high per-shot damage for its size. The kinetic shells are especially effective versus enemy shields.

Heavier patrol craft at the time of the Collapse were mostly fitted with the Arbalest Mk I weapons platform; this likely explains why the Arbalest is claimed to be among the most scavenged ship weapon systems in the Sector. The primitive cooling system and a lack of an autoejector hamper rate of fire and reliability. 

The only redeeming feature is the ubiquity of blueprints for the arbalest round, which is effective at bringing down enemy shields. The effectiveness of the shells is poorly understood, and is suspected to lie in the unintended electromagnetic properties of the shell jackets.",Close Support,,,"能造成相较于尺寸而言高伤害的一种陈旧的武器设计。其发射的动能炮弹在用来对付敌舰护盾时相当有效。

由于在'大崩塌'期间，大部分重型巡逻舰都安装有劲弩{Mk.I}武器平台，而这刚好解释了为什么劲弩自动炮被认为是该星域回收率最高的武器系统的原因。由于冷却系统过于陈旧且自动抛壳机的缺失，而导致其射速与可靠性相当糟糕。

其唯一被沿用至今的理由大概是其无处不在的蓝图，以及在对付护盾时的特效性。如今这些炮弹为何如此有效的原因尽管尚不明朗，但有人猜测这些炮弹外壳内可能蕴藏着意料外的电磁特性。",密接支援,,
dualflak,WEAPON,"高射炮凶残而有效的双管升级版。以高效撕碎来袭的战机而被冠以：寡妇制造者。

与标准高射炮相同，该武器不仅拥有良好的射速与炮塔转速，且能发射双倍近炸引信炸榴弹并快速歼灭战机与导弹，其环形破片散布也能产生更高的杀伤半径。由于惧怕这种武器的防空能力，而导致战机很少对装有该武器的战舰发动袭击。",,,变更,18,TRUE,FALSE,TRUE,TRUE,"An upgraded, viciously effective dual mount of the Flak Cannon. Nicknamed ""The Widowmaker"" for its ability to tear apart incoming fighters.

Just like the standard flak cannon, this weapon devastates smaller fighter and missile targets, firing two proximity fuse fitted rounds. Shaped dispersal ensures dual detonation and a higher kill radius. Fighter craft are rarely launched against ships that are fitted with this weapon system, out of fear of what it can do. Excellent rate of fire and turret turn rate.",,,,"An upgraded, viciously effective dual mount of the Flak Cannon. Nicknamed ""The Widowmaker"" for its ability to tear apart incoming fighters.

Just like the standard flak cannon, this weapon devastates smaller fighter and missile targets, firing two proximity fuse fitted rounds. Shaped dispersal ensures dual detonation and a higher kill radius. Fighter craft are rarely launched against ships that are fitted with this weapon system, out of fear of what it can do. Excellent rate of fire and turret turn rate.",Point Defense,,,"高射炮凶残而有效的双管升级版。以高效撕碎来袭的战机而被冠以：寡妇制造者。

与标准高射炮相同，该武器不仅拥有良好的射速与炮塔转速，且能发射双倍近炸引信炸榴弹并快速歼灭战机与导弹，其环形破片散布也能产生更高的杀伤半径。由于惧怕这种武器的防空能力，而导致战机很少对装有该武器的战舰发动袭击。",点防御,,
chaingun,WEAPON,"由{GA-X}工业集团所生产的{Mk.II}突击链炮擅长近距离交火，特别是当精度不如火力密度和射速重要的时候。

拥有电动供弹/退壳系统和集成在炮管内的纳米冷却单元的突击链炮，能以将近每分{400}发的速度向目标倾泻锥形高爆破甲弹，而成为了'肉搏型'舰长们的最爱。

唯一的缺点是武器转速比预想得要慢。这是由于附属的调速器蓝图已经失传，而导致它不得不安装在一些不兼容的转轴上所导致的。",,,变更,19,TRUE,FALSE,TRUE,TRUE,"The GA-X Industries Mk. II chaingun excels at close-range fighting, where accuracy is less important than overall damage and volume of fire.

A 'melee' captain's favorite tool, the Assault Chaingun delivers high-explosive shaped charge rounds on target at nearly 400 shells per minute. Features electrically driven feed and ejector systems and an advanced nano cooling unit built right into the barrel. 

The only drawback is a heavier turret profile which, coupled with the lack of the accompanying governor blueprint, is typically mounted on incompatible rotators giving rise to unexpectedly low turret rotation speeds.",,,,"The GA-X Industries Mk. II chaingun excels at close-range fighting, where accuracy is less important than overall damage and volume of fire.

A 'melee' captain's favorite tool, the Assault Chaingun delivers high-explosive shaped charge rounds on target at nearly 400 shells per minute. Features electrically driven feed and ejector systems and an advanced nano cooling unit built right into the barrel. 

The only drawback is a heavier turret profile which, coupled with the lack of the accompanying governor blueprint, is typically mounted on incompatible rotators giving rise to unexpectedly low turret rotation speeds.",Assault,,,"由{GA-X}工业集团所生产的{Mk.II}突击链炮擅长近距离交火，特别是当精度不如火力密度和射速重要的时候。

拥有电动供弹/退壳系统和集成在炮管内的纳米冷却单元的突击链炮，能以将近每分{400}发的速度向目标倾泻锥形高爆破甲弹，而成为了'肉搏型'舰长们的最爱。

唯一的缺点是武器转速比预想得要慢。这是由于附属的调速器蓝图已经失传，而导致它不得不安装在一些不兼容的转轴上所导致的。",突击,,
heavymauler,WEAPON,"旨在远程破坏装甲的先进武器系统。尽管射速较低但单发伤害较高。

重型撕裂者是一种设计用于攻击中远程目标的残暴武器。它的核心是一门拥有纳米冷却系统和额外散抛壳口的自动加农炮。不过与普通的加农炮所不同的是，重型撕裂者拥有一个能将痕量反物质从标准星舰燃料馈送至炮管的装置。

离开炮膛时，每发炮弹的弹尖都被充入反质子。反质子由重子镀层稳定，并悬浮在炮弹前{10-20}纳米外。当炮弹击中敌舰时，这层反质子'外鞘'会失去稳态并发生质量溃灭，来进一步破坏目标。溃灭反应加上炮弹本身所产生的巨大破坏力而一起作用时，这便使其在对付装甲时尤为有效。",,,变更,20,TRUE,FALSE,TRUE,TRUE,"An advanced weapon system designed to punch through armor plating at long-range. Has a low rate of fire and high per-shot damage.

A brutal weapon, the heavy mauler is designed to engage targets at medium to long-range. At its core, the weapon is an autocannon with a nano-cooling system and an external ejection port. However, unlike normal autocannons, the heavy mauler is distinguished by an antimatter barrel charger fed by trivial amounts of standard starship fuel.

When leaving the firing chamber, each shell ogive is charged with a field of antiprotons which hovers 10-20 nanometers in front of the shell, stabilized by a baryon coating. On impact with a target, this antiproton ""sheath"" loses structural integrity and the resulting reaction does further damage. Given the fact that shells already deliver impressive destructive force to the target, the combined reaction makes the heavy mauler particularly effective versus armored targets.",,,,"An advanced weapon system designed to punch through armor plating at long-range. Has a low rate of fire and high per-shot damage.

A brutal weapon, the heavy mauler is designed to engage targets at medium to long-range. At its core, the weapon is an autocannon with a nano-cooling system and an external ejection port. However, unlike normal autocannons, the heavy mauler is distinguished by an antimatter barrel charger fed by trivial amounts of standard starship fuel.

When leaving the firing chamber, each shell ogive is charged with a field of antiprotons which hovers 10-20 nanometers in front of the shell, stabilized by a baryon coating. On impact with a target, this antiproton ""sheath"" loses structural integrity and the resulting reaction does further damage. Given the fact that shells already deliver impressive destructive force to the target, the combined reaction makes the heavy mauler particularly effective versus armored targets.",Close Support,,,"旨在远程破坏装甲的先进武器系统。尽管射速较低但单发伤害较高。

重型撕裂者是一种设计用于攻击中远程目标的残暴武器。它的核心是一门拥有纳米冷却系统和额外散抛壳口的自动加农炮。不过与普通的加农炮所不同的是，重型撕裂者拥有一个能将痕量反物质从标准星舰燃料馈送至炮管的装置。

离开炮膛时，每发炮弹的弹尖都被充入反质子。反质子由重子镀层稳定，并悬浮在炮弹前{10-20}纳米外。当炮弹击中敌舰时，这层反质子'外鞘'会失去稳态并发生质量溃灭，来进一步破坏目标。溃灭反应加上炮弹本身所产生的巨大破坏力而一起作用时，这便使其在对付装甲时尤为有效。",密接支援,,
